"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data30",14.0902,18,47,0.7232,0,1e-04,1,1,38798.436,38492.1374,-19199.0687,1,1,1,1,0.9801,"converged normally"
"data31",14.024,18,47,0.7275,0,1e-04,1,1,38158.6021,37852.3034,-18879.1517,1,1,1,1,0.9784,"converged normally"
"data32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data35",15.963,18,47,0.5951,0,2e-04,1,1,38090.6004,37784.3017,-18845.1509,1,1,1,1,0.981,"converged normally"
"data36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data37",20.7,18,47,0.2948,0.0055,2e-04,1,1,37211.7014,36905.4027,-18405.7014,1,1,1,1,0.9802,"converged normally"
"data38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data4",14.2025,18,47,0.7158,0,1e-04,1,1,36636.2507,36329.9521,-18117.976,1,1,1,1,0.9753,"converged normally"
"data40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data42",22.9606,18,47,0.1921,0.0074,5e-04,1,1,35909.6074,35603.3087,-17754.6543,1,0.9999,1,1,0.9719,"converged normally"
"data43",18.2908,18,47,0.4367,0.0018,2e-04,1,1,37697.3556,37391.0569,-18648.5285,1,1,1,1,0.9801,"converged normally"
"data44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data45",13.7539,18,47,0.745,0,4e-04,1,1,36255.5076,35949.2089,-17927.6045,1,0.9999,1,1,0.9733,"converged normally"
"data46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data5",25.0028,18,47,0.1248,0.0088,1e-04,1,1,39276.7738,38970.4751,-19438.2376,1,1,1,1,0.9844,"converged normally"
"data50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data51",16.3266,18,47,0.5698,0,3e-04,1,1,37558.7758,37252.4771,-18579.2385,1,1,1,1,0.9766,"converged normally"
"data52",15.555,18,47,0.6236,0,1e-04,1,1,40571.6495,40265.3508,-20085.6754,1,1,1,1,0.9856,"converged normally"
"data53",26.8369,18,47,0.0821,0.0099,2e-04,0.9999,1,35289.2793,34982.9806,-17444.4903,1,0.9999,1,1,0.9716,"converged normally"
"data54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data55",13.7418,18,47,0.7458,0,3e-04,1,1,40276.8019,39970.5032,-19938.2516,1,1,1,1,0.9813,"converged normally"
"data56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data57",12.7023,18,47,0.8089,0,1e-04,1,1,38652.1916,38345.8929,-19125.9465,1,1,1,1,0.978,"converged normally"
"data58",26.6083,18,47,0.0866,0.0098,1e-04,0.9999,1,38585.4109,38279.1122,-19092.5561,1,1,1,1,0.9799,"converged normally"
"data59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data9",15.8784,18,47,0.601,0,0,1,1,37216.47,36910.1713,-18408.0857,1,1,1,1,0.9755,"converged normally"
