"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data45",98063.5557,29,36,0,0.8223,0.0202,0.465,0.6552,-44140.3622,-44374.974,22223.487,0.9996,0.9985,0.9732,0.9723,0.8795,"last known convergence"
"data46",114897.5362,30,35,0,0.8752,0.0226,0.3968,0.5979,-28614.8091,-28842.9038,14456.4519,0.9883,0.9986,0.9736,0.9726,0.8817,"last known convergence"
"data47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data53",114910.9408,30,35,0,0.8752,0.024,0.3904,0.5936,-25663.008,-25891.1028,12980.5514,0.9873,0.9984,0.9718,0.9708,0.8745,"last known convergence"
"data54",97558.2356,29,36,0,0.8202,0.0234,0.453,0.6475,-36955.9932,-37190.605,18631.3025,0.9995,0.998,0.9684,0.9673,0.8629,"last known convergence"
"data55",117017.3722,30,35,0,0.8832,0.0237,0.3857,0.5905,-26517.7247,-26745.8194,13407.9097,0.9869,0.9984,0.9722,0.9712,0.8817,"last known convergence"
"data56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data57",115025.1024,30,35,0,0.8757,0.027,0.377,0.5846,-19715.5686,-19943.6634,10006.8317,0.9854,0.998,0.9678,0.9666,0.8602,"last known convergence"
"data58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data60",98142.42,29,36,0,0.8227,0.0235,0.4517,0.6466,-37382.4461,-37617.0579,18844.5289,0.9995,0.998,0.9685,0.9673,0.8611,"last known convergence"
"data7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data8",98785.8749,29,36,0,0.8254,0.0242,0.4458,0.6428,-35619.6127,-35854.2245,17963.1122,0.9995,0.998,0.9664,0.9652,0.8588,"last known convergence"
"data9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
