"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","V6_r2","V7_r2","V8_r2","status"
"data32",77.161,75,77,0.4094,0.0024,0.0024,1,1,-49651.1806,-50152.9891,25153.4945,0.9499,0.9863,0.9834,0.9825,0.9509,0.9216,0.9028,0.38,"converged normally"
"data33",61.9044,75,77,0.8607,0,0.0046,1.0001,1,-43409.3971,-43911.2056,22032.6028,0.9548,0.9907,0.9875,0.984,0.9643,0.9311,0.9115,0.383,"converged normally"
"data34",78.5007,75,77,0.3685,0.0031,0.0049,1,1,-46874.9107,-47376.7191,23765.3596,0.9515,0.9884,0.9855,0.9823,0.9566,0.9222,0.8988,0.3474,"converged normally"
"data35",77.5297,75,77,0.398,0.0026,0.0033,1,1,-47238.4941,-47740.3026,23947.1513,0.9535,0.9891,0.9863,0.9836,0.9611,0.9233,0.9062,0.3873,"converged normally"
"data36",86.5499,75,77,0.1705,0.0056,0.0046,0.9999,0.9999,-46530.02,-47031.8285,23592.9142,0.9558,0.9897,0.9867,0.9822,0.9608,0.9211,0.9093,0.3907,"converged normally"
"data37",62.1373,75,77,0.8558,0,0.0028,1.0001,1,-47990.8424,-48492.6508,24323.3254,0.9501,0.9873,0.9842,0.9822,0.9531,0.9255,0.9002,0.3822,"converged normally"
"data38",92.0662,75,77,0.088,0.0067,0.0035,0.9998,0.9999,-44823.9156,-45325.724,22739.862,0.9591,0.9903,0.9882,0.9847,0.9629,0.9292,0.9159,0.3638,"converged normally"
"data39",82.2598,75,77,0.2648,0.0044,0.0035,0.9999,1,-42080.3164,-42582.1248,21368.0624,0.9614,0.9914,0.9888,0.9857,0.9686,0.9303,0.919,0.3616,"converged normally"
"data4",104.2481,75,77,0.0144,0.0088,0.0066,0.9997,0.9998,-43001.1979,-43503.0064,21828.5032,0.9593,0.991,0.9887,0.9854,0.9653,0.9316,0.92,0.379,"converged normally"
"data40",60.5165,75,77,0.8875,0,0.0031,1.0002,1,-46860.1414,-47361.9498,23757.9749,0.9532,0.9865,0.9843,0.9852,0.9515,0.9363,0.9147,0.3788,"converged normally"
"data41",73.1136,75,77,0.5401,0,0.0044,1,1,-48321.7847,-48823.5932,24488.7966,0.949,0.9879,0.9844,0.9812,0.9551,0.9167,0.9008,0.3941,"converged normally"
"data42",75.2368,75,77,0.4706,8e-04,0.0053,1,1,-43370.6942,-43872.5027,22013.2513,0.9558,0.99,0.9873,0.9838,0.9613,0.9255,0.9128,0.3834,"converged normally"
"data43",81.433,75,77,0.286,0.0041,0.0029,0.9999,1,-47568.6015,-48070.41,24112.205,0.947,0.9872,0.9842,0.9829,0.9528,0.9264,0.9024,0.3488,"converged normally"
"data44",92.3783,75,77,0.0845,0.0068,0.0046,0.9998,0.9999,-44067.4218,-44569.2303,22361.6152,0.9557,0.9913,0.9883,0.9833,0.9658,0.9252,0.9137,0.3692,"converged normally"
"data45",95.795,75,77,0.0531,0.0074,0.0035,0.9998,0.9999,-47811.2369,-48313.0454,24233.5227,0.9529,0.9879,0.9844,0.9825,0.9542,0.9256,0.9067,0.3694,"converged normally"
"data46",77.3586,75,77,0.4033,0.0025,0.0033,1,1,-45815.5856,-46317.3941,23235.697,0.9547,0.9896,0.9859,0.9827,0.9603,0.9227,0.9053,0.387,"converged normally"
"data47",63.9674,75,77,0.8143,0,0.0049,1.0001,1,-46607.6585,-47109.467,23631.7335,0.9534,0.9887,0.9859,0.9834,0.9586,0.9272,0.9062,0.3765,"converged normally"
"data48",72.7482,75,77,0.5522,0,0.004,1,1,-43001.6101,-43503.4185,21828.7093,0.9608,0.992,0.9895,0.984,0.9692,0.9261,0.9104,0.379,"converged normally"
"data49",62.5475,75,77,0.8471,0,0.0035,1.0001,1,-45845.2541,-46347.0626,23250.5313,0.9544,0.9887,0.986,0.9826,0.9602,0.9241,0.9062,0.385,"converged normally"
"data5",67.5859,75,77,0.7162,0,0.0026,1.0001,1,-45146.0734,-45647.8819,22900.941,0.9546,0.9906,0.9875,0.9832,0.9642,0.9247,0.9109,0.3714,"converged normally"
"data50",84.9594,75,77,0.2022,0.0052,0.0038,0.9999,0.9999,-45354.6545,-45856.463,23005.2315,0.952,0.9891,0.9863,0.9826,0.9604,0.9231,0.9027,0.3995,"converged normally"
"data51",100.9414,75,77,0.0246,0.0083,0.003,0.9997,0.9998,-44757.1709,-45258.9793,22706.4897,0.9541,0.9898,0.9874,0.9843,0.9634,0.9308,0.9162,0.3755,"converged normally"
"data52",94.8486,75,77,0.0606,0.0073,0.0034,0.9998,0.9999,-43657.0924,-44158.9008,22156.4504,0.9571,0.9909,0.9883,0.984,0.9656,0.9257,0.9129,0.3753,"converged normally"
"data53",63.3798,75,77,0.8283,0,0.0026,1.0001,1,-46581.1888,-47082.9973,23618.4986,0.9533,0.9891,0.9859,0.982,0.9584,0.9167,0.9005,0.3907,"converged normally"
"data54",65.0426,75,77,0.7873,0,0.0028,1.0001,1,-45762.3881,-46264.1966,23209.0983,0.9552,0.9904,0.9872,0.9842,0.9617,0.9256,0.9123,0.3505,"converged normally"
"data55",56.2487,75,77,0.948,0,0.0035,1.0002,1,-47933.5584,-48435.3669,24294.6834,0.9496,0.9885,0.9849,0.9821,0.9555,0.9227,0.9033,0.3584,"converged normally"
"data56",78.5217,75,77,0.3679,0.0031,0.0042,1,1,-45594.82,-46096.6285,23125.3143,0.9543,0.9896,0.9869,0.9842,0.961,0.9306,0.9158,0.3731,"converged normally"
"data57",74.8355,75,77,0.4836,0,0.0046,1,1,-47772.1128,-48273.9213,24213.9606,0.9512,0.9892,0.9862,0.9821,0.9611,0.921,0.9061,0.3894,"converged normally"
"data58",68.0466,75,77,0.7024,0,0.0036,1.0001,1,-46096.3695,-46598.178,23376.089,0.9534,0.99,0.9872,0.9826,0.9636,0.9204,0.9064,0.3641,"converged normally"
"data59",54.1282,75,77,0.967,0,0.0033,1.0002,1,-46484.8633,-46986.6717,23570.3359,0.9509,0.9884,0.9853,0.9843,0.9572,0.9317,0.9091,0.3722,"converged normally"
"data6",58.2688,75,77,0.9233,0,0.0032,1.0002,1,-46620.3786,-47122.1871,23638.0935,0.9528,0.9897,0.9865,0.9812,0.9613,0.9183,0.9044,0.3955,"converged normally"
"data60",90.0162,75,77,0.1139,0.0063,0.0057,0.9998,0.9999,-49177.9085,-49679.7169,24916.8585,0.9506,0.9876,0.9842,0.9811,0.9548,0.9204,0.9021,0.3751,"converged normally"
"data7",82.1594,75,77,0.2673,0.0044,0.0065,0.9999,1,-47047.2536,-47549.0621,23851.5311,0.953,0.9888,0.9859,0.9824,0.9589,0.9241,0.9084,0.3777,"converged normally"
"data8",78.1032,75,77,0.3805,0.0029,0.0037,1,1,-46480.894,-46982.7025,23568.3512,0.9527,0.9883,0.9849,0.9825,0.957,0.9202,0.9026,0.4121,"converged normally"
"data9",59.8433,75,77,0.8992,0,0.0027,1.0002,1,-45148.0541,-45649.8626,22901.9313,0.9575,0.9911,0.9882,0.983,0.9658,0.928,0.9099,0.3821,"converged normally"
