"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","V6_r2","V7_r2","V8_r2","status"
"data29",786.5723,41,111,0,0.0603,0.0041,0.9914,0.9971,116399.0768,115675.6906,-57726.8453,0.9999,1,0.9451,0.9772,0.9507,0.3332,0.8298,786.5723,"converged normally"
"data3",710.8544,41,111,0,0.0572,0.0031,0.992,0.9973,113576.8302,112853.444,-56315.722,0.9998,1,0.9446,0.978,0.9326,0.3403,0.8444,710.8544,"converged normally"
"data30",735.1426,41,111,0,0.0582,0.0024,0.9919,0.9972,114019.6926,113296.3063,-56537.1532,0.9998,1,0.9491,0.9775,0.9462,0.3325,0.8308,735.1426,"converged normally"
"data31",701.2006,41,111,0,0.0568,0.0041,0.9921,0.9973,115013.448,114290.0618,-57034.0309,0.9998,1,0.9473,0.9784,0.9339,0.3657,0.8448,701.2006,"converged normally"
"data32",50.1217,41,111,0.1554,0.0067,0.0019,0.9999,1,110151.4539,109428.0676,-54603.0338,0.9998,1,0.9807,0.8384,0.9767,0.9209,0.3343,0.8435,"converged normally"
"data33",593.8419,41,111,0,0.0519,0.0062,0.9936,0.9978,115604.3808,114880.9946,-57329.4973,0.9998,1,0.9514,0.9786,0.947,0.3242,0.8347,593.8419,"converged normally"
"data34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data35",66.8387,41,111,0.0066,0.0112,0.0051,0.9997,0.9999,113369.5554,112646.1692,-56212.0846,0.9999,1,0.9872,0.8293,0.9788,0.9505,0.3182,0.8355,"converged normally"
"data36",746.7397,41,111,0,0.0587,0.0029,0.9918,0.9972,113794.0561,113070.6699,-56424.3349,0.9998,1,0.9453,0.9782,0.9456,0.3461,0.8374,746.7397,"converged normally"
"data37",56.6415,41,111,0.0528,0.0087,0.006,0.9998,0.9999,111201.6476,110478.2613,-55128.1307,0.9998,1,0.9854,0.8591,0.9774,0.9367,0.3233,0.8348,"converged normally"
"data38",756.228,41,111,0,0.0591,0.0056,0.9917,0.9972,114190.8705,113467.4842,-56622.7421,0.9998,1,0.9519,0.978,0.9446,0.3403,0.8336,756.228,"converged normally"
"data39",650.6997,41,111,0,0.0545,0.005,0.9928,0.9975,113048.8634,112325.4771,-56051.7386,0.9998,1,0.9497,0.976,0.9425,0.3351,0.8124,650.6997,"converged normally"
"data4",686.159,41,111,0,0.0561,0.0064,0.9927,0.9975,116167.9392,115444.5529,-57611.2765,0.9999,1,0.9517,0.9788,0.9505,0.3454,0.8374,686.159,"converged normally"
"data40",741.7813,41,111,0,0.0585,0.0032,0.9917,0.9972,113114.1386,112390.7523,-56084.3762,0.9998,1,0.9437,0.9764,0.9394,0.3282,0.8249,741.7813,"converged normally"
"data41",77.0013,41,111,6e-04,0.0133,0.0023,0.9996,0.9999,115427.492,114704.1058,-57241.0529,0.9998,1,0.9836,0.7831,0.9799,0.9411,0.3169,0.856,"converged normally"
"data42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data44",697.7951,41,111,0,0.0566,0.0052,0.9922,0.9973,114221.4613,113498.075,-56638.0375,0.9998,1,0.9438,0.9792,0.9342,0.3271,0.8447,697.7951,"converged normally"
"data45",170.2781,40,112,0,0.0255,0.0037,0.9985,0.9995,113942.4911,113212.5879,-56494.2939,0.9999,1,0.9519,0.9789,0.9506,0.3158,0.8342,170.2781,"converged normally"
"data46",637.4628,41,111,0,0.0539,0.0033,0.9932,0.9977,115290.6979,114567.3117,-57172.6558,0.9999,1,0.9439,0.9783,0.9519,0.3381,0.8418,637.4628,"converged normally"
"data47",698.3238,41,111,0,0.0566,0.0021,0.9923,0.9974,113351.4817,112628.0954,-56203.0477,0.9998,1,0.9421,0.9789,0.9407,0.3233,0.8446,698.3238,"converged normally"
"data48",634.8247,41,111,0,0.0538,0.0025,0.993,0.9976,113710.5466,112987.1604,-56382.5802,0.9998,1,0.9484,0.9797,0.934,0.3193,0.8543,634.8247,"converged normally"
"data49",695.6256,41,111,0,0.0565,0.004,0.9922,0.9973,114114.3024,113390.9162,-56584.4581,0.9998,1,0.9451,0.9783,0.9351,0.353,0.8473,695.6256,"converged normally"
"data5",799.7959,41,111,0,0.0608,0.0061,0.9909,0.9969,113133.0591,112409.6729,-56093.8364,0.9998,1,0.9483,0.9769,0.9304,0.3201,0.8422,799.7959,"converged normally"
"data50",714.2463,41,111,0,0.0573,0.0031,0.9924,0.9974,114122.3509,113398.9647,-56588.4823,0.9999,1,0.9509,0.9782,0.9557,0.3247,0.8328,714.2463,"converged normally"
"data51",2411.8818,41,111,0,0.1076,0.0047,0.9727,0.9907,115683.3225,114959.9363,-57368.9681,0.9999,1,0.9795,0.9462,0.3332,0.8347,2411.8818,41,"converged normally"
"data52",607.8989,41,111,0,0.0526,0.0066,0.9931,0.9976,111187.3893,110464.003,-55121.0015,0.9998,1,0.9441,0.9772,0.924,0.3125,0.8386,607.8989,"converged normally"
"data53",680.5403,41,111,0,0.0559,0.0028,0.9926,0.9975,113777.4534,113054.0671,-56416.0336,0.9998,1,0.9477,0.9777,0.9448,0.3294,0.8347,680.5403,"converged normally"
"data54",722.0259,41,111,0,0.0576,0.005,0.9918,0.9972,113423.3558,112699.9695,-56238.9848,0.9998,1,0.9377,0.9751,0.9319,0.3304,0.8204,722.0259,"converged normally"
"data55",2159.3057,41,111,0,0.1017,0.0062,0.9763,0.9919,118239.1534,117515.7671,-58646.8836,0.9999,1,0.9811,0.9545,0.3381,0.8587,2159.3057,41,"converged normally"
"data56",64.6668,41,111,0.0106,0.0107,0.0016,0.9997,0.9999,113774.9521,113051.5659,-56414.7829,0.9998,1,0.9857,0.8503,0.9788,0.9429,0.3386,0.8489,"converged normally"
"data57",693.2604,41,111,0,0.0564,0.0044,0.9926,0.9975,116371.4976,115648.1113,-57713.0557,0.9999,1,0.9505,0.9788,0.9501,0.3306,0.8423,693.2604,"converged normally"
"data58",775.9237,41,111,0,0.0599,0.0048,0.9913,0.997,115118.7773,114395.391,-57086.6955,0.9998,1,0.9441,0.9773,0.9376,0.3426,0.834,775.9237,"converged normally"
"data59",712.9077,41,111,0,0.0573,0.0021,0.9922,0.9973,115272.4266,114549.0403,-57163.5202,0.9999,1,0.9456,0.9772,0.9472,0.3514,0.8282,712.9077,"converged normally"
"data6",69.2185,41,111,0.0038,0.0117,0.0043,0.9997,0.9999,113698.5034,112975.1172,-56376.5586,0.9998,1,0.9847,0.803,0.9787,0.9389,0.3428,0.8435,"converged normally"
"data60",58.6402,41,111,0.0364,0.0093,0.0034,0.9998,0.9999,111027.941,110304.5548,-55041.2774,0.9998,1,0.9822,0.7871,0.9779,0.9286,0.3215,0.8381,"converged normally"
"data7",2250.3229,41,111,0,0.1038,0.004,0.9747,0.9914,116872.3239,116148.9376,-57963.4688,0.9998,1,0.9798,0.9484,0.334,0.855,2250.3229,41,"converged normally"
"data8",75.3111,41,111,9e-04,0.0129,0.0041,0.9996,0.9999,113205.2878,112481.9015,-56129.9508,0.9998,1,0.9829,0.8217,0.9773,0.938,0.3312,0.8318,"converged normally"
"data9",764.4516,41,111,0,0.0594,0.0042,0.9918,0.9972,115269.1812,114545.795,-57161.8975,0.9999,1,0.9516,0.9806,0.9501,0.305,0.8515,764.4516,"converged normally"
